dish_id,dish_name,health_goal,calories,rag_context
M1326,Càng cua chiên mè xốt Mayo,Tăng cân / Năng lượng cao,420.0,"Món ăn: Càng cua chiên mè xốt Mayo. Mục tiêu: Tăng cân / Năng lượng cao. Lượng calo: 420.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Càng cua, Giò sống, Mè đen, Rượu trắng, Cà bi, Tiêu, Ớt sừng băm, tương xí muội, Gừng, Dầu ăn, Ajiquick bột chiên giòn, Cọng ngò rí, Húng lủi, Hành tây. Sơ chế: Chần càng cua qua nước sôi có pha 1M rượu trắng, gừng đập dập. Vớt ra để ráo, trộn với chút tiêu khi càng cua còn nóng. Hành tây cắt hạt lựu. Cọng ngò rí băm nhỏ. Trộn đều giò sống với 2M hành tây, 1/2M cọng ngò băm, 1/2m tiêu và 1M ớt sừng băm. Tạo hình: Bọc giò sống quanh càng cua, chừa càng que nhọn. Lấy 2M Gia vị nêm sẵn Aji-Quick® Bột Chiên Giòn để riêng. Phần bột còn lại pha với nước theo tỷ lệ trên bao bì, trộn thêm 1/2M mè.. Các bước thực hiện: Đun nóng dầu ăn, chiên lá húng lủi với dầu, vớt ra để ráo. Lần lượt tẩm càng cua qua bột khô, nhúng vào hỗn hợp bột chiên giòn, chừa 2 que nhọn của càng cua ra, chiên càng cua chín vàng, vớt ra để ráo dầu.Pha xốt: Trộn đều 2M Xốt Mayonnaise Aji-mayo® và 1M tương xí muội.
Đun nóng dầu ăn, chiên lá húng lủi với dầu, vớt ra để ráo. Lần lượt tẩm càng cua qua bột khô, nhúng vào hỗn hợp bột chiên giòn, chừa 2 que nhọn của càng cua ra, chiên càng cua chín vàng, vớt ra để ráo dầu.
Pha xốt: Trộn đều 2M Xốt Mayonnaise Aji-mayo® và 1M tương xí muội.. Cách dùng: Xếp càng cua chiên mè ra dĩa, dùng nóng với rau ăn kèm, chấm xốt đã pha.."
M1325,Cá hồi áp chảo xốt tiêu,Dinh dưỡng cân bằng,340.0,"Món ăn: Cá hồi áp chảo xốt tiêu. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 340.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: tiêu xanh, Nấm linh chi, Bột năng, Dầu ăn, Hạt nêm ajingon heo, nước mắm AJINOMOTO Giấm gạo lên men, Nước tương Phú Sĩ, Gừng băm, Hành tỏi băm, Hành tây. Sơ chế: Cá hồi sơ chế sạch. Ướp cá với 1 nhánh tiêu xanh đập dập, 2m Nước tương “Phú Sĩ”, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2m đường, 1m dầu ăn, để thấm. Nấm linh chi xé nhỏ. Tiêu xanh đập dập, băm sơ. Hành tây cắt múi cau. Bột năng pha loãng với nước.. Các bước thực hiện: Cá hồi áp chảo cho chín đều hai mặt.Xốt tiêu xanh: Phi thơm hành tỏi gừng băm, cho nấm, 2 nhánh tiêu xanh đập dập và hành tây vào xào, thêm 1/2 chén nước, nêm 2m Nước tương “Phú Sĩ”, 1/2m Hạt nêm Aji-ngon® Heo, 1/2m Bột ngọt AJI-NO-MOTO®, 1m đường, 1 ít Giấm gạo lên men LISA® thêm bột năng pha loãng tạo độ sánh. Cuối cùng, cho thêm 1 m dầu ăn vào tạo độ bóng cho xốt.
Cá hồi áp chảo cho chín đều hai mặt.
Xốt tiêu xanh: Phi thơm hành tỏi gừng băm, cho nấm, 2 nhánh tiêu xanh đập dập và hành tây vào xào, thêm 1/2 chén nước, nêm 2m Nước tương “Phú Sĩ”, 1/2m Hạt nêm Aji-ngon® Heo, 1/2m Bột ngọt AJI-NO-MOTO®, 1m đường, 1 ít Giấm gạo lên men LISA® thêm bột năng pha loãng tạo độ sánh. Cuối cùng, cho thêm 1 m dầu ăn vào tạo độ bóng cho xốt.. Cách dùng: Cho 1/2 lượng xốt ra dĩa, xếp cá lên trên, rưới phần xốt còn lại lên trên cùng. Dùng nóng với cơm trắng.."
M0176,Ốc xào khế,Dinh dưỡng cân bằng,250.0,"Món ăn: Ốc xào khế. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 250.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Thịt ốc bươu, Khế chua, Tía tô, Hành lá, Hành tím băm, Nước nghệ tươi, Muối, Tỏi băm, Ớt sừng cắt sợi, Ớt hiểm băm, Đường. Sơ chế: Ốc sơ chế sạch với nước pha giấm, để ráo, ướp với 1/2M hành băm và 1/2M tỏi băm, 2M nước nghệ, 1M Giấm gạo lên men Ajinomoto, 1/2m muối, 1/2m bột ngọt AJI-NO-MOTO® và 2M nước để thấm 5-10 phút. Khế bỏ rìa, cắt ngang dầy 3mm. Hành lá cắt khúc 3cm, đầu hành chẻ dọc, tía tô cắt sợi 5mm. Khế xốc với 1m đường, ép ráo nước.. Các bước thực hiện: Phi thơm hành tím băm và đầu hành lá, cho ốc vào xào sơ với lửa lớn rồi trút ra để riêng.Tiếp tục xào khế, cho ốc vào trở lại, nêm 1/2M nước mắm, 2M nước thêm hành lá, ớt băm và ớt sợi vào trộn đều, tắt lửa.
Phi thơm hành tím băm và đầu hành lá, cho ốc vào xào sơ với lửa lớn rồi trút ra để riêng.
Tiếp tục xào khế, cho ốc vào trở lại, nêm 1/2M nước mắm, 2M nước thêm hành lá, ớt băm và ớt sợi vào trộn đều, tắt lửa.. Cách dùng: Cho ốc ra dĩa, rắc tía tô lên mặt, dùng nóng với cơm.🍵 Món ăn ngon đi kèm:CANH SƯỜN CỦ SEN A-TI-SÔ."
M1328,Lẩu nấm tiềm củ quả,Dinh dưỡng cân bằng,220.0,"Món ăn: Lẩu nấm tiềm củ quả. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 220.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Táo đỏ khô, Củ năng gọt sạch, Ngưu bàng, Nước lọc, tiêu xanh, Hành boaro, Hạt sen tươi Huế, Muối, Tiêu, Nước tương Phú Sĩ, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ. Sơ chế: Nấm hương ngâm mềm, cắt bỏ chân. Nấm đầu khỉ ngâm mềm, cắt lát. Táo đỏ ngâm mềm. Củ năng cắt đôi. Ngưu bàng bào vỏ, cắt lát xéo dầy 1,5cm. Tiêu xanh đập dập. Boaro cắt khúc, đập dập. Hạt sen luộc sơ. Cho nấm hương, nấm đầu khỉ, củ năng vào tô ướp vào 1m tiêu, 1m Hạt nêm Aji-ngon® (Nấm Hương và Hạt Sen) trộn đều để 15 phút cho thấm gia vị.. Các bước thực hiện: Phi thơm hành boaro, xào sơ nấm hương, nấm đầu khỉ, củ năng, thêm 1,6 lít nước vào nấu sôi, để nhỏ lửa cho táo đỏ, hạt sen, tiêu xanh, ngưu bàng vào, nêm 1/2m muối, 1m Bột ngọt AJI-NO-MOTO® và 1/2M Hạt nêm Aji-ngon® (Nấm Hương và Hạt Sen), tiềm đến khi tất cả củ quả mềm, tắt lửa.
Phi thơm hành boaro, xào sơ nấm hương, nấm đầu khỉ, củ năng, thêm 1,6 lít nước vào nấu sôi, để nhỏ lửa cho táo đỏ, hạt sen, tiêu xanh, ngưu bàng vào, nêm 1/2m muối, 1m Bột ngọt AJI-NO-MOTO® và 1/2M Hạt nêm Aji-ngon® (Nấm Hương và Hạt Sen), tiềm đến khi tất cả củ quả mềm, tắt lửa.. Cách dùng: Dùng lẩu nóng, nhúng thêm xà lách xoong, ăn kèm mì trứng và chấm Nước tương “Phú Sĩ”.."
M1324,Súp óc heo tóc tiên,Dinh dưỡng cân bằng,260.0,"Món ăn: Súp óc heo tóc tiên. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 260.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Óc heo, Nấm kim châm, Trứng gà, Trứng Bắc Thảo, Bột năng, Tiêu, Nước tương Phú Sĩ, Hạt nêm ajingon heo, dầu mè đen. Sơ chế: Óc heo sơ chế sạch, ngâm rượu. Chưng cách thủy óc heo với 1/2m Hạt nêm Aji-ngon® Heo cùng với một ít tiêu và ít lát gừng. Sau khi óc heo đã chín, để nguội và cắt khối lớn. Tóc tiên ngâm nước. Trứng bắc thảo bóc vỏ, cắt hạt lựu lớn. Nấm kim châm cắt khúc. Gừng cắt lát 1/2 củ, cắt sợi 1/2 củ. Trứng gà đánh tan. Bột năng pha loãng với nước.. Các bước thực hiện: Nấu sôi nước dùng gà, cho nấm kim châm và cà rốt, nêm 2m Hạt nêm Aji-ngon® Heo, 1m đường, 1m Bột ngọt AJI-NO-MOTO®, thêm trứng gà đánh tan tạo vân cho bột năng vào tạo độ sánh, cho tóc tiên vào sau cùng, khuấy đều , tắt lửa, rắc ngò và tiêu.
Nấu sôi nước dùng gà, cho nấm kim châm và cà rốt, nêm 2m Hạt nêm Aji-ngon® Heo, 1m đường, 1m Bột ngọt AJI-NO-MOTO®, thêm trứng gà đánh tan tạo vân cho bột năng vào tạo độ sánh, cho tóc tiên vào sau cùng, khuấy đều , tắt lửa, rắc ngò và tiêu.. Cách dùng: Múc súp ra chén, thêm óc heo và trứng bắc thảo lên trên, thêm dầu mè đen, ngò rí và tiêu. Dùng kèm nước tương “Phú Sĩ” và ớt cắt lát.."
M1330,Cá cuộn Bacon hương thảo,Dinh dưỡng cân bằng,360.0,"Món ăn: Cá cuộn Bacon hương thảo. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 360.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Lá hương thảo, Chanh vàng, Ớt sừng cắt sợi, Hành tím, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Đường. Sơ chế: Chanh vàng: mài lấy 2M vỏ chanh và vắt lấy 1M nước cốt chanh. Lá hương thảo băm nhỏ lấy 1m, còn lại để nguyên cọng. Đun sôi nước, cho vào 1m dầu ăn, cho cải bó xôi vào trụng cho vừa chín, vớt ra để ráo. Cá điêu hồng lạng miếng hình chữ nhật, dày 2-3 li. Ướp cá với 1/3m tiêu, 1/2m đường, 1m vỏ chanh mài, 1m hương thảo băm, 1M nước cốt chanh, để thấm.. Các bước thực hiện: Tạo hình: trải miếng cá ra, xếp lần lượt 1 ít cải bó xôi và ớt sợi lên trên, cuốn tròn lại. Trải miếng bacon ra, cho lên 1 cọng hương thảo nhỏ và 1 cuốn cá, cuộn tròn rồi dùng tăm ghim lại.Đun nóng 2M dầu ăn, cho 2 nhánh lá hương thảo vào chiên cho có mùi thơm, rồi cho cuộn cá vào áp chảo với lửa vừa, đến khi cá chín và bacon hơi xém vàng.Xốt chấm: Trộn đều 3M xốt Mayonnaise Aji-mayo®, 1M tương ớt, 1M vỏ chanh mài.
Tạo hình: trải miếng cá ra, xếp lần lượt 1 ít cải bó xôi và ớt sợi lên trên, cuốn tròn lại. Trải miếng bacon ra, cho lên 1 cọng hương thảo nhỏ và 1 cuốn cá, cuộn tròn rồi dùng tăm ghim lại.
Đun nóng 2M dầu ăn, cho 2 nhánh lá hương thảo vào chiên cho có mùi thơm, rồi cho cuộn cá vào áp chảo với lửa vừa, đến khi cá chín và bacon hơi xém vàng.
Xốt chấm: Trộn đều 3M xốt Mayonnaise Aji-mayo®, 1M tương ớt, 1M vỏ chanh mài.. Cách dùng: Xếp cá cuộn bacon hương thảo ra dĩa, dùng kèm với xốt mayonnaise trộn.."
M1334,Cá nục kho rục,Dinh dưỡng cân bằng,320.0,"Món ăn: Cá nục kho rục. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 320.0 kcal. Thời gian nấu: 60 phút. Độ khó: Dễ. Nguyên liệu chính: Cà chua chín, Cà paste, Nước dừa tươi, Tỏi băm, Nước mắm, Muối, Tiêu, Ớt bột, Dầu ăn, Xà lách, Hạt nêm ajingon heo, Giá, Hành tây, Đường. Sơ chế: Cá nục làm sạch, cắt đôi. Cà chua bỏ hạt cắt hạt lựu. Hành tây cắt hạt lựu nhỏ. Cắt cá làm 2 phần.. Các bước thực hiện: Kho cá: phi thơm tỏi băm, cho hành tây vào xào đến khi hành tây vừa chín thì cho cà chua vào xào cà chua chín nhừ. Tiếp theo cho cà paste vào xào chung với cà chua rồi đảo đều cho hỗn hợp cà lên màu sậm, đổ nước dừa vào, nêm 1/4m muối, 1/4m tiêu, 1/2m ớt bột, 1m bột ngọt AJI-NO-MOTO®, 1m hạt nêm Aji-ngon®, 2M đường, 2M nước mắm, nếm vị vừa ăn. Xếp cá vào rồi kho với lửa nhỏ và đậy kín nồi, kho khoảng 45 phút – 1 tiếng cho cá chín rục.
Kho cá: phi thơm tỏi băm, cho hành tây vào xào đến khi hành tây vừa chín thì cho cà chua vào xào cà chua chín nhừ. Tiếp theo cho cà paste vào xào chung với cà chua rồi đảo đều cho hỗn hợp cà lên màu sậm, đổ nước dừa vào, nêm 1/4m muối, 1/4m tiêu, 1/2m ớt bột, 1m bột ngọt AJI-NO-MOTO®, 1m hạt nêm Aji-ngon®, 2M đường, 2M nước mắm, nếm vị vừa ăn. Xếp cá vào rồi kho với lửa nhỏ và đậy kín nồi, kho khoảng 45 phút – 1 tiếng cho cá chín rục.. Cách dùng: Dùng nóng với cơm trắng.."
M1333,Nem chay rán,Dinh dưỡng cân bằng,280.0,"Món ăn: Nem chay rán. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 280.0 kcal. Thời gian nấu: 60 phút. Độ khó: Dễ. Nguyên liệu chính: Giò sống chay, Củ năng, Cà rốt, Hành boaro, Chanh, Tàu hũ ki lá, salad, Tiêu, Dầu ăn, nước mắm chay, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Đường. Sơ chế: Củ năng gọt vỏ, luộc chín, cắt hạt lựu nhỏ. Cà rốt cắt sợi nhỏ 2mm. Hành poaro băm nhỏ. Chanh vắt lấy nước cốt. Cho giò sống chay ra tô, thêm củ năng, cà rốt, hành poaro vào trộn đều, nêm 1/4m tiêu, 1m đường, 1,5 m hạt nêm Aji-ngon® từ nấm hương và hạt sen, trộn thật kĩ, đều cho hỗn hợp dẻo.. Các bước thực hiện: Bắt nồi hấp lên bếp, mở lửa nấu cho nước trong nồi hấp sôi.Cuốn nem chay: Tàu hũ ky cắt khúc 25cm. Dùng khăn ẩm lau miếng tàu hũ ky cho ướt, lấy 1 phần nhân cho vào lá tàu hũ ky, cuốn lại như cuốn chả giò.Pha nước chấm:  hòa tan 3M nước, 1M đường, 1M nước mắm chay với nước cốt chanhHấp nem: hấp cuốn nem khoảng 5’-7’, để nguội. Sau đó cho vào chảo dầu nóng, chiên ngập dầu khoảng 2’ cho cuốn nem chín vàng, vớt ra để ráo dầu.
Bắt nồi hấp lên bếp, mở lửa nấu cho nước trong nồi hấp sôi.
Cuốn nem chay: Tàu hũ ky cắt khúc 25cm. Dùng khăn ẩm lau miếng tàu hũ ky cho ướt, lấy 1 phần nhân cho vào lá tàu hũ ky, cuốn lại như cuốn chả giò.
Pha nước chấm:  hòa tan 3M nước, 1M đường, 1M nước mắm chay với nước cốt chanh
Hấp nem: hấp cuốn nem khoảng 5’-7’, để nguội. Sau đó cho vào chảo dầu nóng, chiên ngập dầu khoảng 2’ cho cuốn nem chín vàng, vớt ra để ráo dầu.. Cách dùng: Xếp nem chay ra dĩa, ăn cùng với nước chấm đã pha.."
M1552,Ốc xào,Dinh dưỡng cân bằng,300.0,"Món ăn: Ốc xào. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 300.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Ốc lác, Lá chanh, Cây sả, nước mắm AJINOMOTO Giấm gạo lên men, Muối hột, Dầu ăn, Ớt sừng, Ớt sừng. Sơ chế: Ốc chà rửa sạch, ngâm nước vo gạo 1 đêm, trước khi chế biến 30 phút, cho vào 3 trái ớt hiểm đập dập cho ốc nhả nhớt ra, xả sạch nhớt rồi rửa sạch. Gừng băm nhỏ, 3 lát đập dập. Sả đập dập. Lá chanh cắt sợi, 1 ít vò sơ. Băm nhỏ 1 trái ớt hiểm và 1/2 trái ớt sừng. 1 trái ớt sừng cắt khúc. Ớt hiểm 1 trái đập dập.. Các bước thực hiện: Đun nóng 2M dầu ăn, cho sả và lá chanh đã vò vào phi thơm, thêm gừng đập dập và ớt sừng cắt khúc, cho ốc vào xào, nêm 1M muối hột, 1/2m Bột ngọt AJI-NO-MOTO®, 2M Giấm gạo lên men LISA® và 1 chén nước. Xào trên lửa lớn, đảo nhanh tay, ốc vừa mở miệng thì tắt bếp.Pha nước mắm chấm: cho 1/2 chén nước nguội vào tô, thêm 1M đường, 1.5M nước mắm, 1M Giấm gạo lên men LISA®, 1m Bột ngọt AJI-NO-MOTO®, 1M gừng giã, lá chanh cắt sợi và 1m ớt băm, trộn đều.
Đun nóng 2M dầu ăn, cho sả và lá chanh đã vò vào phi thơm, thêm gừng đập dập và ớt sừng cắt khúc, cho ốc vào xào, nêm 1M muối hột, 1/2m Bột ngọt AJI-NO-MOTO®, 2M Giấm gạo lên men LISA® và 1 chén nước. Xào trên lửa lớn, đảo nhanh tay, ốc vừa mở miệng thì tắt bếp.
Pha nước mắm chấm: cho 1/2 chén nước nguội vào tô, thêm 1M đường, 1.5M nước mắm, 1M Giấm gạo lên men LISA®, 1m Bột ngọt AJI-NO-MOTO®, 1M gừng giã, lá chanh cắt sợi và 1m ớt băm, trộn đều.. Cách dùng: Múc ốc ra dĩa, rắc gừng, ớt và lá chanh cắt sợi lên trên. Khi ăn chấm với nước mắm pha.."
M1335,Cuốn gà xào xốt mè,Dinh dưỡng cân bằng,280.0,"Món ăn: Cuốn gà xào xốt mè. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 280.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Trứng gà, Bánh đa nem, Dưa leo, Cà rốt, Rong biển Nori, Ức gà, Sả xay, Ớt sừng băm, Tương cà, Dầu ăn, Hành tỏi băm, Nước cốt chanh, Đường. Sơ chế: Ức gà cắt sợi, ướp với 1m hạt nêm Aji-ngon®, 1m đường, 1M hành tỏi băm, 1M sả xay, 1 lòng trắng trứng, 1m ớt sừng băm, để thấm. Dưa leo cắt que. Cà rốt cắt cọng ngâm chua ngọt.. Các bước thực hiện: Đun nóng 2M dầu ăn, cho gà vào xào chín, trút ra, để nguội, trộn đều với lá chanh thái chỉ, 3M xốt Mayonnaise Aji-mayo®, 2M mè rang.Đặt 1 miếng rong biển lên dĩa, thoa ướt một mặt bánh tráng, đặt úp lên lá rong biển. Xếp rau thơm, cà rốt, dưa leo, thịt gà xào lên. Cuốn chặt tay. Dùng nước dán mí lại.Xốt chấm: khuấy đều 3M xốt Mayonnaise Aji-mayo®, 1M tương cà, 1m nước cốt chanh, 1m ớt băm, 1m mè rang.
Đun nóng 2M dầu ăn, cho gà vào xào chín, trút ra, để nguội, trộn đều với lá chanh thái chỉ, 3M xốt Mayonnaise Aji-mayo®, 2M mè rang.
Đặt 1 miếng rong biển lên dĩa, thoa ướt một mặt bánh tráng, đặt úp lên lá rong biển. Xếp rau thơm, cà rốt, dưa leo, thịt gà xào lên. Cuốn chặt tay. Dùng nước dán mí lại.
Xốt chấm: khuấy đều 3M xốt Mayonnaise Aji-mayo®, 1M tương cà, 1m nước cốt chanh, 1m ớt băm, 1m mè rang.. Cách dùng: Cắt khúc cuốn gà bày ra đĩa. Dọn kèm xốt chấm đã pha.."
M1337,Canh gà lá é,Giảm cân / Ăn nhẹ,160.0,"Món ăn: Canh gà lá é. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 160.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Gà ta, Lá é trắng, ớt hiểm xanh, Muối hột, Dầu ăn, Bột canh, Hành tỏi băm, Ớt sừng đỏ, Tỏi phi có dầu, Nước cốt chanh, Đường. Sơ chế: Giã 1m BỘT CANH của Ajinomoto với 5 trái ớt xanh và 1m hành tỏi băm. Gà chặt miếng vừa ăn, ướp với hỗn hợp vừa giã. Lá é nhặt rửa sạch, chừa vài đọt non để trang trí. Măng luộc qua nước với ít muối hột, vớt ra, ép bớt nước.. Các bước thực hiện: Phi thơm hành tỏi băm, cho thịt gà vào xào săn, thêm 1.5 lít nước dùng gà vào, đun sôi, vớt bọt kĩ, cho măng vào, rồi nêm 1m đường, 1m BỘT CANH của Ajinomoto, nấu đến khi thịt gà vừa chín mềm, nêm thêm 1M nước mắm và cho lá é vào đảo đều, tắt lửa. Sau cùng cho 2M nước cốt chanh.
Phi thơm hành tỏi băm, cho thịt gà vào xào săn, thêm 1.5 lít nước dùng gà vào, đun sôi, vớt bọt kĩ, cho măng vào, rồi nêm 1m đường, 1m BỘT CANH của Ajinomoto, nấu đến khi thịt gà vừa chín mềm, nêm thêm 1M nước mắm và cho lá é vào đảo đều, tắt lửa. Sau cùng cho 2M nước cốt chanh.. Cách dùng: Múc canh ra tô, thêm tỏi phi, ớt đỏ cắt lát, trang trí với ít lá é. Dùng với cơm hoặc bún.."
