dish_id,dish_name,health_goal,calories,main_ingredients,is_vegetarian,dish_type,rag_context
M0391,Ếch chiên ngũ vị,Dinh dưỡng cân bằng,310.0,"Rượu trắng, Hành lá, Hạt điều muối, Dầu ăn, bột ngũ vị hương, Ớt sừng đỏ, Đường",True,chiên,"Tên món: Ếch chiên ngũ vị. Phân loại: Ăn chay được. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 310.0 kcal. Thời gian: 45. Độ khó: Dễ. Nguyên liệu chính: Rượu trắng, Hành lá, Hạt điều muối, Dầu ăn, bột ngũ vị hương, Ớt sừng đỏ, Đường. Đặc điểm nổi bật: món chay kiểu chiên, nổi bật với Rượu trắng, Hành lá, Hạt điều muối, Dầu ăn."
M0376,Gà nướng xí muội,Dinh dưỡng cân bằng,350.0,"tương xí muội, Nước cốt hành tỏi, Muối, Tiêu, Nước mắm, Dầu ăn, Đường",False,nướng,"Tên món: Gà nướng xí muội. Phân loại: Không chay. Kiểu món: nướng. Mục tiêu: Dinh dưỡng cân bằng. Calo: 350.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: tương xí muội, Nước cốt hành tỏi, Muối, Tiêu, Nước mắm, Dầu ăn, Đường. Đặc điểm nổi bật: món không chay kiểu nướng, nổi bật với tương xí muội, Nước cốt hành tỏi, Muối, Tiêu."
M0393,Nghêu xào lá khổ qua,Dinh dưỡng cân bằng,250.0,"Lá khổ qua rừnglá nhái, Nghêu còn vỏ, Tỏi, Cà rốt, Tiêu xay, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Tỏi băm, Ớt sừng, Đường",False,xào,"Tên món: Nghêu xào lá khổ qua. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 250.0 kcal. Thời gian: 5. Độ khó: Dễ. Nguyên liệu chính: Lá khổ qua rừnglá nhái, Nghêu còn vỏ, Tỏi, Cà rốt, Tiêu xay, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Tỏi băm, Ớt sừng, Đường. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Lá khổ qua rừnglá nhái, Nghêu còn vỏ, Tỏi, Cà rốt."
M0394,Nộm gà chay hoa chuối,Dinh dưỡng cân bằng,210.0,"Ham chay, Rau răm, Đậu phộng rang, Muối, Nước cốt tắc, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Nước tương Phú Sĩ, Bột năng pha nước, Boa rô phi, Ớt sừng cắt sợi, Ớt hiểm băm, Đường",False,khác,"Tên món: Nộm gà chay hoa chuối. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 210.0 kcal. Thời gian: 5. Độ khó: Dễ. Nguyên liệu chính: Ham chay, Rau răm, Đậu phộng rang, Muối, Nước cốt tắc, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Nước tương Phú Sĩ, Bột năng pha nước, Boa rô phi, Ớt sừng cắt sợi, Ớt hiểm băm, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Ham chay, Rau răm, Đậu phộng rang, Muối."
M0398,Hoành thánh nhân đậu chiên,Dinh dưỡng cân bằng,250.0,"Lá hoành thánh, Hạt nêm, Tương cà, Dầu ăn, Hạt nêm ajingon heo",False,chiên,"Tên món: Hoành thánh nhân đậu chiên. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 250.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Lá hoành thánh, Hạt nêm, Tương cà, Dầu ăn, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Lá hoành thánh, Hạt nêm, Tương cà, Dầu ăn."
M0092,Tàu hũ ky xào nấm,Dinh dưỡng cân bằng,200.0,"Nấm hương khô, Cần tàu, Mè trắng rang, Ớt sừng, Hành boa rô bằm, Tàu hũ ky cọng tươi, Nấm đùi gà baby, Sả bằm, Tiêu sọ bể, Nước tương Phú Sĩ, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Đường",False,xào,"Tên món: Tàu hũ ky xào nấm. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Nấm hương khô, Cần tàu, Mè trắng rang, Ớt sừng, Hành boa rô bằm, Tàu hũ ky cọng tươi, Nấm đùi gà baby, Sả bằm, Tiêu sọ bể, Nước tương Phú Sĩ, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Đường. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Nấm hương khô, Cần tàu, Mè trắng rang, Ớt sừng."
M1873,Bánh rán bơ dừa,Dinh dưỡng cân bằng,220.0,"Bơ sáp chín, Đậu phộng, Kẹo cốm màu, Kem dừa vani, Vani",True,bánh,"Tên món: Bánh rán bơ dừa. Phân loại: Ăn chay được. Kiểu món: bánh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 220.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Bơ sáp chín, Đậu phộng, Kẹo cốm màu, Kem dừa vani, Vani. Đặc điểm nổi bật: món chay kiểu bánh, nổi bật với Bơ sáp chín, Đậu phộng, Kẹo cốm màu, Kem dừa vani."
M0399,Cá chim kho gừng ớt,Dinh dưỡng cân bằng,310.0,"Hành boaro, Nước cốt gừng, Rượu trắng, Ớt sừng, Muối, Dầu ăn, Nước tương Phú Sĩ, Đường",False,kho,"Tên món: Cá chim kho gừng ớt. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 310.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Hành boaro, Nước cốt gừng, Rượu trắng, Ớt sừng, Muối, Dầu ăn, Nước tương Phú Sĩ, Đường. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Hành boaro, Nước cốt gừng, Rượu trắng, Ớt sừng."
M0400,Cá nướng cà ri,Dinh dưỡng cân bằng,320.0,"Lá cà ri, Hành tím bằm, Nước cốt dừa, Sả bằm, Tỏi bằm, Bột Cari, Nước mắm, Dầu ăn, nước mắm chua ngọt, Muối, bột cà ri, Bột nghệ, Bún, Đường, Ớt bằm",False,nướng,"Tên món: Cá nướng cà ri. Phân loại: Không chay. Kiểu món: nướng. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Lá cà ri, Hành tím bằm, Nước cốt dừa, Sả bằm, Tỏi bằm, Bột Cari, Nước mắm, Dầu ăn, nước mắm chua ngọt, Muối, bột cà ri, Bột nghệ, Bún, Đường, Ớt bằm. Đặc điểm nổi bật: món không chay kiểu nướng, nổi bật với Lá cà ri, Hành tím bằm, Nước cốt dừa, Sả bằm."
M0396,Giò heo hầm tứ quý,Dinh dưỡng cân bằng,380.0,"Hạt sen, Củ năng, Nước dừa tươi, Nấm hương khô, Bạch quả tươi, Giò heo gân chặt khoanh, ngò rí, Muối, Dầu ăn, Rau thơm, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Húng quế",False,khác,"Tên món: Giò heo hầm tứ quý. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 380.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Hạt sen, Củ năng, Nước dừa tươi, Nấm hương khô, Bạch quả tươi, Giò heo gân chặt khoanh, ngò rí, Muối, Dầu ăn, Rau thơm, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Húng quế. Đặc điểm nổi bật: món không chay, nổi bật với Hạt sen, Củ năng, Nước dừa tươi, Nấm hương khô."
M0404,Thịt kho hạt dẻ,Dinh dưỡng cân bằng,330.0,"Nước dừa, Hành lá, Bún tàu, hoa hồi, Thịt nách có da, Hành tím băm, Tiêu, Dầu điều, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng, Đường",False,kho,"Tên món: Thịt kho hạt dẻ. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 330.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Nước dừa, Hành lá, Bún tàu, hoa hồi, Thịt nách có da, Hành tím băm, Tiêu, Dầu điều, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng, Đường. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Nước dừa, Hành lá, Bún tàu, hoa hồi."
M0402,Sò lông xào chua ngọt,Giảm cân / Ăn nhẹ,153.0,"rau quế, Nấm linh chi nâu, Sò lông, Cà chua, Dưa leo, Hành lá, Nước bột năng, Thơm, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Muối, Dầu ăn, Tương cà, tương xí muội, sa tế, Hành tỏi băm, Đường, Ớt băm, Hành tây",False,xào,"Tên món: Sò lông xào chua ngọt. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 153.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: rau quế, Nấm linh chi nâu, Sò lông, Cà chua, Dưa leo, Hành lá, Nước bột năng, Thơm, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Muối, Dầu ăn, Tương cà, tương xí muội, sa tế, Hành tỏi băm, Đường, Ớt băm, Hành tây. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với rau quế, Nấm linh chi nâu, Sò lông, Cà chua."
M0406,Đuôi bò hầm hoa atiso,Dinh dưỡng cân bằng,360.0,"Hoa Atiso, Cà rốt, Bạch quả, Đuôi bò lột không da chặt khúc, Hành lá, Muối, Tiêu, Hạt nêm ajingon heo, Hành tỏi băm, Đường",False,khác,"Tên món: Đuôi bò hầm hoa atiso. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 360.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Hoa Atiso, Cà rốt, Bạch quả, Đuôi bò lột không da chặt khúc, Hành lá, Muối, Tiêu, Hạt nêm ajingon heo, Hành tỏi băm, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Hoa Atiso, Cà rốt, Bạch quả, Đuôi bò lột không da chặt khúc."
M0126,Tàu hủ ky rim nấm,Giảm cân / Ăn nhẹ,150.0,"Nấm mèo, Nước dừa tươi, tiêu xanh, Nấm mỡ trắng, dầu hào chay, Dầu ăn, Bột năng, Nước tương Phú Sĩ, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Ớt sừng, dầu mè, Đường",True,rim,"Tên món: Tàu hủ ky rim nấm. Phân loại: Ăn chay được. Kiểu món: rim. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 150.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Nấm mèo, Nước dừa tươi, tiêu xanh, Nấm mỡ trắng, dầu hào chay, Dầu ăn, Bột năng, Nước tương Phú Sĩ, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Ớt sừng, dầu mè, Đường. Đặc điểm nổi bật: món chay kiểu rim, nổi bật với Nấm mèo, Nước dừa tươi, tiêu xanh, Nấm mỡ trắng."
M0436,Cải rổ xào trứng muối,Dinh dưỡng cân bằng,280.0,"Hành lá, Cải rổ cọng lớn, Tỏi, Dầu hào, Dầu ăn, Ớt sừng, Đường, dầu mè",False,xào,"Tên món: Cải rổ xào trứng muối. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 280.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Hành lá, Cải rổ cọng lớn, Tỏi, Dầu hào, Dầu ăn, Ớt sừng, Đường, dầu mè. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Hành lá, Cải rổ cọng lớn, Tỏi, Dầu hào."
M1186,Tép ruộng xào khế – Bông điên điển,Dinh dưỡng cân bằng,220.0,,True,xào,"Tên món: Tép ruộng xào khế – Bông điên điển. Phân loại: Ăn chay được. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 220.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: . Đặc điểm nổi bật: món chay kiểu xào, nổi bật với ."
M0413,Canh rau tập tàng,Giảm cân / Ăn nhẹ,150.0,"Tôm đất, Rau sam, Ngọn bí, Rau má, Bồ ngót, Nước mắm, Muối, Tiêu, Rau dền cơm, đầu hành lá",False,canh,"Tên món: Canh rau tập tàng. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 150.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Tôm đất, Rau sam, Ngọn bí, Rau má, Bồ ngót, Nước mắm, Muối, Tiêu, Rau dền cơm, đầu hành lá. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Tôm đất, Rau sam, Ngọn bí, Rau má."
M0412,Pudding trà xanh,Dinh dưỡng cân bằng,250.0,"Lòng đỏ trứng, Sữa tươi, Whipping cream, Blendy Matcha sữa, Đường, Blendy Trà Matcha Sữa",False,khác,"Tên món: Pudding trà xanh. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 250.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Lòng đỏ trứng, Sữa tươi, Whipping cream, Blendy Matcha sữa, Đường, Blendy Trà Matcha Sữa. Đặc điểm nổi bật: món không chay, nổi bật với Lòng đỏ trứng, Sữa tươi, Whipping cream, Blendy Matcha sữa."
M0415,Tam hữu,Dinh dưỡng cân bằng,230.0,"Tôm đất, Ớt sừng băm, Thịt ba chỉ, Gan heo, Hành lá, Chuối chát, Nước mắm, rau quế, Tía tô, Muối, Tiêu, Bột năng, Dầu ăn, Dầu màu điều, Chanh, Rau húng cay, Hành tỏi băm, Đường",False,khác,"Tên món: Tam hữu. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 230.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Tôm đất, Ớt sừng băm, Thịt ba chỉ, Gan heo, Hành lá, Chuối chát, Nước mắm, rau quế, Tía tô, Muối, Tiêu, Bột năng, Dầu ăn, Dầu màu điều, Chanh, Rau húng cay, Hành tỏi băm, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Tôm đất, Ớt sừng băm, Thịt ba chỉ, Gan heo."
M0716,Cải xoong xào tôm,Dinh dưỡng cân bằng,230.0,"Hành tím băm, Nấm đùi gà, Ớt sừng, Tôm tươi, Muối, Dầu ăn, Ớt bột, Dầu hào, Nước bột năng",False,xào,"Tên món: Cải xoong xào tôm. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 230.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Hành tím băm, Nấm đùi gà, Ớt sừng, Tôm tươi, Muối, Dầu ăn, Ớt bột, Dầu hào, Nước bột năng. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Hành tím băm, Nấm đùi gà, Ớt sừng, Tôm tươi."
M0416,Trứng chiên rau củ xốt mayonnaise,Dinh dưỡng cân bằng,280.0,"Trứng gà, Cà chua, Đậu que, ngò rí, Hành lá, Hành tím băm, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Hành tây",False,chiên,"Tên món: Trứng chiên rau củ xốt mayonnaise. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 280.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Trứng gà, Cà chua, Đậu que, ngò rí, Hành lá, Hành tím băm, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Hành tây. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Trứng gà, Cà chua, Đậu que, ngò rí."
M0419,Salad khoai trộn thịt bò,Dinh dưỡng cân bằng,340.0,"Khoai lang, Bí đỏ, Rau húng quế, Thịt bò phi lê, Bột năng, Mè rang, Tương cà, Muối, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Ớt sợi, Mầm rau muống, Hành tỏi băm",False,salad,"Tên món: Salad khoai trộn thịt bò. Phân loại: Không chay. Kiểu món: salad. Mục tiêu: Dinh dưỡng cân bằng. Calo: 340.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Khoai lang, Bí đỏ, Rau húng quế, Thịt bò phi lê, Bột năng, Mè rang, Tương cà, Muối, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Ớt sợi, Mầm rau muống, Hành tỏi băm. Đặc điểm nổi bật: món không chay kiểu salad, nổi bật với Khoai lang, Bí đỏ, Rau húng quế, Thịt bò phi lê."
M0097,Tôm chiên cánh bướm,Dinh dưỡng cân bằng,290.0,"Bông thiên lý, Mè rang, Muối, Soda, Ớt bột Paprika, Ajiquick bột chiên giòn, Húng quế, Nước cốt chanh",False,chiên,"Tên món: Tôm chiên cánh bướm. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 290.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Bông thiên lý, Mè rang, Muối, Soda, Ớt bột Paprika, Ajiquick bột chiên giòn, Húng quế, Nước cốt chanh. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Bông thiên lý, Mè rang, Muối, Soda."
M0421,Gỏi xoài tôm,Dinh dưỡng cân bằng,240.0,"Gừng, Hành tím, Ớt sừng, Tôm sú, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Thì là, Muối, Tương cà, Mù tạt vàng, Hạt nêm ajingon heo, ngò rí, Húng lủi, Hành tây, Đường",False,gỏi,"Tên món: Gỏi xoài tôm. Phân loại: Không chay. Kiểu món: gỏi. Mục tiêu: Dinh dưỡng cân bằng. Calo: 240.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Gừng, Hành tím, Ớt sừng, Tôm sú, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Thì là, Muối, Tương cà, Mù tạt vàng, Hạt nêm ajingon heo, ngò rí, Húng lủi, Hành tây, Đường. Đặc điểm nổi bật: món không chay kiểu gỏi, nổi bật với Gừng, Hành tím, Ớt sừng, Tôm sú."
M0423,Gà om bia,Dinh dưỡng cân bằng,390.0,"Đùi gà tỏi, Rượu ngũ vị hương, Hành tím băm, Dưa leo, Xà lách, Cà chua, Màu dầu điều, Dầu ăn, Muối, Tiêu, Nước tương LISA, Tỏi băm, Đường",False,khác,"Tên món: Gà om bia. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 390.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Đùi gà tỏi, Rượu ngũ vị hương, Hành tím băm, Dưa leo, Xà lách, Cà chua, Màu dầu điều, Dầu ăn, Muối, Tiêu, Nước tương LISA, Tỏi băm, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Đùi gà tỏi, Rượu ngũ vị hương, Hành tím băm, Dưa leo."
M0424,Nui trộn cá hồi nướng Mayonnaise,Tăng cân / Năng lượng cao,410.0,"Nấm rơm, Sữa tươi không đường, Nấm đông cô tươi, Bột mì, Bột xù, Bơ, Muối, Tiêu, phô mai bột, Hành tây",False,nướng,"Tên món: Nui trộn cá hồi nướng Mayonnaise. Phân loại: Không chay. Kiểu món: nướng. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 410.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Nấm rơm, Sữa tươi không đường, Nấm đông cô tươi, Bột mì, Bột xù, Bơ, Muối, Tiêu, phô mai bột, Hành tây. Đặc điểm nổi bật: món không chay kiểu nướng, nổi bật với Nấm rơm, Sữa tươi không đường, Nấm đông cô tươi, Bột mì."
M0426,Sò điệp xào bông hẹ mayonnaise,Dinh dưỡng cân bằng,350.0,"Cồi sò điệp loại to, bột bắp, Tiêu, Dầu ăn, ngò rí, Ớt sừng, Hành tỏi băm",False,xào,"Tên món: Sò điệp xào bông hẹ mayonnaise. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 350.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Cồi sò điệp loại to, bột bắp, Tiêu, Dầu ăn, ngò rí, Ớt sừng, Hành tỏi băm. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Cồi sò điệp loại to, bột bắp, Tiêu, Dầu ăn."
M0429,Nghêu hấp nước tương,Dinh dưỡng cân bằng,230.0,"Rượu vang trắng, Hành lá, ngò rí, Nghêu, Chanh, Bơ lạt, Dầu ăn, Nước tương LISA, Tỏi băm, Ớt sừng, Đường",False,hấp,"Tên món: Nghêu hấp nước tương. Phân loại: Không chay. Kiểu món: hấp. Mục tiêu: Dinh dưỡng cân bằng. Calo: 230.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Rượu vang trắng, Hành lá, ngò rí, Nghêu, Chanh, Bơ lạt, Dầu ăn, Nước tương LISA, Tỏi băm, Ớt sừng, Đường. Đặc điểm nổi bật: món không chay kiểu hấp, nổi bật với Rượu vang trắng, Hành lá, ngò rí, Nghêu."
